customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgChargePerMonth,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Segment,CustomerId,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
1775-KWJKQ,1.0,0.0,1.0,1.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,89.85,6562.9,0.0,91.15138888888887,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
7665-VIGUD,1.0,0.0,0.0,0.0,10.0,1.0,,,,,,,0.0,20.35,176.3,0.0,17.630000000000003,1,0,0,0,0,1,0,1,0,0,0,0,1,2.0,,,,,,,,,
9411-TPQQV,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,54.55,2236.2,0.0,55.905,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,,,,,,,,,
7207-RMRDB,0.0,0.0,1.0,1.0,65.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,105.5,6985.65,1.0,107.47153846153846,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
7954-MLBUN,1.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,99.45,3109.9,0.0,100.31935483870969,1,0,0,0,1,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
2077-DDHJK,0.0,0.0,1.0,0.0,68.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,70.9,4911.35,0.0,72.22573529411765,0,0,1,1,0,0,0,0,1,0,1,0,0,0.0,,,,,,,,,
4913-EHYUI,1.0,1.0,1.0,1.0,56.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,104.55,5794.65,1.0,103.47589285714284,0,0,1,0,1,0,0,1,0,1,0,0,0,1.0,,,,,,,,,
0195-IESCP,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.25,855.3,1.0,85.53,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
9574-BOSMD,1.0,0.0,1.0,1.0,68.0,1.0,,,,,,,0.0,25.4,1620.2,0.0,23.826470588235296,0,0,1,0,0,1,0,0,1,1,0,0,0,2.0,,,,,,,,,
4580-TMHJU,0.0,0.0,1.0,1.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.15,2499.3,1.0,58.12325581395349,1,0,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
0970-ETWGE,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,89.55,89.55,1.0,89.55,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
4908-XAXAY,0.0,1.0,0.0,0.0,49.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,89.85,4287.2,0.0,87.4938775510204,1,0,0,0,1,0,0,1,0,1,0,0,0,1.0,,,,,,,,,
8404-VLQFB,0.0,0.0,1.0,1.0,15.0,1.0,,,,,,,1.0,25.25,394.85,0.0,26.32333333333333,0,0,1,0,0,1,1,0,0,0,0,1,0,2.0,,,,,,,,,
1626-ERCMM,1.0,1.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,94.55,1899.65,1.0,94.9825,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
0887-HJGAR,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.7,45.7,1.0,45.7,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
2391-IPLOP,1.0,0.0,1.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,69.65,3442.15,0.0,68.843,0,0,1,1,0,0,0,1,0,0,0,1,0,1.0,,,,,,,,,
5644-PDMZC,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,89.5,161.5,1.0,80.75,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
3509-GWQGF,1.0,1.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1732.6,0.0,72.19166666666666,1,0,0,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
9576-ANLXO,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.55,222.3,1.0,74.10000000000001,1,0,0,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
2024-BASKD,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,74.6,74.6,1.0,74.6,1,0,0,0,1,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
5845-BZZIB,1.0,0.0,1.0,1.0,35.0,1.0,,,,,,,0.0,20.1,655.3,0.0,18.72285714285714,1,0,0,0,0,1,0,0,1,0,0,0,1,2.0,,,,,,,,,
1140-UKVZG,0.0,0.0,0.0,0.0,17.0,1.0,,,,,,,0.0,24.8,475.25,0.0,27.955882352941178,0,0,1,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
4160-AMJTL,0.0,1.0,0.0,0.0,8.0,1.0,,,,,,,0.0,19.65,164.3,1.0,20.5375,1,0,0,0,0,1,1,0,0,0,0,1,0,2.0,,,,,,,,,
5183-SNMJQ,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,95.1,865.1,0.0,86.51,1,0,0,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
8100-PNJMH,1.0,0.0,1.0,1.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.85,6132.7,0.0,90.18676470588235,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
7838-LAZFO,1.0,0.0,1.0,0.0,45.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,78.8,3597.5,0.0,79.94444444444444,1,0,0,1,0,0,0,1,0,1,0,0,0,1.0,,,,,,,,,
4464-JCOLN,1.0,0.0,1.0,1.0,2.0,1.0,,,,,,,0.0,19.85,35.9,1.0,17.95,1,0,0,0,0,1,0,1,0,0,0,0,1,2.0,,,,,,,,,
2085-JVGAD,1.0,0.0,1.0,0.0,37.0,1.0,,,,,,,0.0,20.35,697.65,0.0,18.855405405405406,1,0,0,0,0,1,1,0,0,1,0,0,0,2.0,,,,,,,,,
5650-VDUDS,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.25,96.05,1.0,24.0125,0,1,0,1,0,0,1,0,0,0,0,0,1,2.0,,,,,,,,,
8095-WANWK,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,428.7,0.0,42.87,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
3030-ZKIWL,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0.0,20.05,20.05,0.0,20.05,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
9565-FLVCG,1.0,0.0,1.0,1.0,65.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,69.55,4459.15,0.0,68.60230769230769,0,0,1,1,0,0,0,0,1,0,0,0,1,0.0,,,,,,,,,
8755-OGKNA,0.0,0.0,1.0,1.0,57.0,1.0,,,,,,,0.0,19.5,1167.6,0.0,20.48421052631579,1,0,0,0,0,1,0,0,1,1,0,0,0,2.0,,,,,,,,,
2800-VEQXM,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,74.75,238.1,0.0,79.36666666666666,1,0,0,0,1,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
7538-GWHML,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.65,145.15,1.0,72.575,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
5533-RJFTJ,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.2,1453.1,0.0,29.655102040816324,0,1,0,1,0,0,1,0,0,1,0,0,0,2.0,,,,,,,,,
3859-CVCET,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.65,191.05,1.0,47.7625,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
0214-JHPFW,0.0,0.0,1.0,0.0,70.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,57.8,4039.3,0.0,57.70428571428572,0,1,0,1,0,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
5642-MHDQT,0.0,0.0,1.0,1.0,53.0,1.0,,,,,,,1.0,19.85,1039.45,0.0,19.6122641509434,1,0,0,0,0,1,0,1,0,1,0,0,0,2.0,,,,,,,,,
3088-FVYWK,1.0,0.0,1.0,1.0,53.0,1.0,,,,,,,0.0,25.55,1336.1,0.0,25.20943396226415,0,0,1,0,0,1,0,0,1,0,1,0,0,2.0,,,,,,,,,
3276-HDUEG,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.05,75.05,1.0,75.05,0,0,1,0,1,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
9092-GDZKO,1.0,0.0,0.0,0.0,22.0,1.0,,,,,,,1.0,24.85,493.4,0.0,22.42727272727273,0,0,1,0,0,1,1,0,0,0,1,0,0,2.0,,,,,,,,,
0823-HSCDJ,1.0,1.0,0.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,49.15,2550.9,1.0,49.05576923076923,0,1,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
3729-OWRVL,1.0,1.0,0.0,0.0,65.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,110.35,7246.15,0.0,111.47923076923075,0,0,1,0,1,0,0,0,1,0,0,1,0,1.0,,,,,,,,,
2324-AALNO,0.0,0.0,0.0,0.0,48.0,1.0,,,,,,,0.0,24.55,1203.95,0.0,25.082291666666663,0,0,1,0,0,1,0,1,0,1,0,0,0,2.0,,,,,,,,,
0822-GAVAP,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.7,62.25,1.0,31.125,0,1,0,1,0,0,1,0,0,0,0,1,0,2.0,,,,,,,,,
5760-IFJOZ,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,107.95,313.6,0.0,104.53333333333336,0,0,1,0,1,0,1,0,0,0,0,0,1,1.0,,,,,,,,,
2826-UWHIS,1.0,0.0,1.0,0.0,45.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.4,3775.85,0.0,83.90777777777778,0,0,1,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
1448-PWKYE,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,80.0,1.0,80.0,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
7501-IWUNG,0.0,0.0,1.0,1.0,61.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,73.8,4616.05,0.0,75.67295081967214,1,0,0,1,0,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
4957-TREIR,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,64.4,195.65,0.0,65.21666666666667,1,0,0,1,0,0,1,0,0,0,1,0,0,0.0,,,,,,,,,
7251-LJBQN,0.0,1.0,0.0,0.0,40.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,103.75,4188.4,0.0,104.71,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,,,,,,,,,
8040-MNRTF,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1,71.1,0.0,71.1,1,0,0,0,1,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
1536-HBSWP,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.9,49.9,0.0,49.9,1,0,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
5313-FPXWG,1.0,0.0,0.0,0.0,51.0,1.0,,,,,,,1.0,24.6,1266.4,0.0,24.83137254901961,0,0,1,0,0,1,0,1,0,1,0,0,0,2.0,,,,,,,,,
0067-DKWBL,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49.25,91.1,1.0,45.55,1,0,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
0946-FKYTX,1.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.1,1623.4,0.0,31.21923076923077,0,1,0,1,0,0,0,1,0,0,0,0,1,2.0,,,,,,,,,
5076-YVXCM,1.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.4,4149.45,0.0,81.36176470588235,0,0,1,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
8262-COGGB,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,1.0,20.45,20.45,0.0,20.45,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
6663-JOCQO,1.0,0.0,1.0,1.0,31.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,75.25,2344.5,0.0,75.62903225806451,0,0,1,1,0,0,0,1,0,1,0,0,0,0.0,,,,,,,,,
9620-QJREV,1.0,0.0,0.0,1.0,47.0,1.0,,,,,,,0.0,20.55,1013.05,0.0,21.554255319148936,1,0,0,0,0,1,0,1,0,0,1,0,0,2.0,,,,,,,,,
2276-YDAVZ,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.1,270.7,1.0,90.23333333333332,0,0,1,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
2682-KEVRP,0.0,1.0,0.0,0.0,22.0,1.0,,,,,,,1.0,20.05,417.0,0.0,18.954545454545453,1,0,0,0,0,1,0,1,0,0,0,0,1,2.0,,,,,,,,,
2480-JZOSN,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,1.0,20.65,20.65,0.0,20.65,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
0078-XZMHT,1.0,0.0,1.0,0.0,72.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,85.15,6316.2,0.0,87.725,0,0,1,1,0,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
5896-NPFWW,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.15,168.15,1.0,56.05,1,0,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
9978-HYCIN,1.0,1.0,1.0,1.0,47.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,84.95,4018.05,0.0,85.4904255319149,1,0,0,0,1,0,0,1,0,1,0,0,0,3.0,,,,,,,,,
8338-QIUNR,1.0,0.0,1.0,1.0,72.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,66.5,4811.6,0.0,66.82777777777778,0,0,1,1,0,0,0,0,1,0,1,0,0,0.0,,,,,,,,,
1525-LNLOJ,1.0,0.0,1.0,1.0,66.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,63.3,4189.7,0.0,63.48030303030303,0,0,1,1,0,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
9450-TRJUU,1.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.15,2848.45,0.0,81.38428571428571,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
1766-GKNMI,1.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,84.9,2516.2,0.0,86.7655172413793,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
6942-LBFDP,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,1.0,20.55,33.6,0.0,16.8,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
1456-TWCGB,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.25,208.45,0.0,52.1125,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
7133-VBDCG,0.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,79.85,2015.35,1.0,80.61399999999999,1,0,0,0,1,0,1,0,0,1,0,0,0,0.0,,,,,,,,,
7596-ZYWBB,0.0,0.0,0.0,0.0,65.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,59.6,3739.8,0.0,57.535384615384615,1,0,0,1,0,0,0,0,1,0,0,0,1,0.0,,,,,,,,,
8329-UTMVM,1.0,1.0,0.0,0.0,27.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,104.65,2964.0,0.0,109.77777777777776,0,0,1,0,1,0,0,1,0,1,0,0,0,1.0,,,,,,,,,
3014-WJKSM,1.0,0.0,1.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75.3,2263.4,0.0,78.04827586206896,1,0,0,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
3347-YJZZE,1.0,0.0,1.0,1.0,29.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,80.1,2211.8,0.0,76.26896551724138,0,0,1,1,0,0,1,0,0,0,1,0,0,1.0,,,,,,,,,
1029-QFBEN,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0.0,19.55,19.55,1.0,19.55,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
7929-DMBCV,0.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,81.0,1683.7,0.0,84.185,1,0,0,0,1,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
9661-JALZV,0.0,0.0,0.0,0.0,58.0,1.0,,,,,,,1.0,24.7,1519.0,0.0,26.189655172413797,0,0,1,0,0,1,0,0,1,0,1,0,0,2.0,,,,,,,,,
5433-KYGHE,0.0,0.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,1164.05,0.0,83.14642857142857,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0,,,,,,,,,
4312-KFRXN,1.0,0.0,1.0,0.0,72.0,1.0,,,,,,,0.0,25.4,1710.9,0.0,23.762500000000003,0,0,1,0,0,1,0,0,1,0,0,0,1,2.0,,,,,,,,,
5575-TPIZQ,1.0,0.0,0.0,0.0,46.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,89.15,4245.55,0.0,92.29456521739132,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,,,,,,,,,
0114-IGABW,0.0,0.0,1.0,0.0,71.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,58.25,4145.9,0.0,58.39295774647887,0,1,0,1,0,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
9944-AEXBM,1.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.65,2664.3,0.0,83.259375,0,0,1,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
1853-ARAAQ,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,50.35,1277.5,0.0,49.13461538461539,0,1,0,1,0,0,1,0,0,0,1,0,0,2.0,,,,,,,,,
6952-OMNWB,1.0,1.0,1.0,0.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,80.35,5589.3,0.0,82.19558823529412,0,0,1,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
4697-LUPSU,1.0,0.0,1.0,1.0,2.0,1.0,,,,,,,0.0,20.2,34.75,0.0,17.375,1,0,0,0,0,1,0,1,0,0,0,0,1,2.0,,,,,,,,,
8434-VGEQQ,1.0,0.0,1.0,1.0,61.0,1.0,,,,,,,0.0,20.55,1305.95,0.0,21.409016393442624,1,0,0,0,0,1,0,0,1,0,1,0,0,2.0,,,,,,,,,
4952-YSOGZ,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.95,381.3,1.0,95.325,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
1589-AGTLK,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.35,141.5,1.0,47.16666666666666,1,0,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
5244-IRFIH,1.0,1.0,1.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,94.5,3105.55,1.0,94.10757575757576,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
6549-YMFAW,1.0,1.0,1.0,0.0,9.0,1.0,,,,,,,1.0,21.25,204.55,0.0,22.727777777777774,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
4950-HKQTE,0.0,0.0,0.0,0.0,22.0,1.0,,,,,,,0.0,26.25,605.9,0.0,27.54090909090909,0,0,1,0,0,1,0,0,1,0,0,0,1,2.0,,,,,,,,,
6786-OBWQR,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,80.85,356.1,0.0,71.22,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
2684-EIWEO,0.0,1.0,0.0,0.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,91.7,2758.15,1.0,91.93833333333332,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,,,,,,,,,
2753-JMMCV,1.0,0.0,0.0,0.0,65.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,74.2,4805.65,0.0,73.93307692307691,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
6439-GTPCA,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,87.25,3941.7,1.0,87.59333333333333,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,,,,,,,,,
6621-YOBKI,1.0,0.0,0.0,0.0,5.0,1.0,,,,,,,0.0,20.35,92.75,0.0,18.55,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
1216-JWVUX,1.0,0.0,1.0,1.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,75.5,1901.05,0.0,76.042,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
7564-GHCVB,0.0,0.0,1.0,1.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.05,5730.7,0.0,79.59305555555555,0,0,1,0,1,0,0,0,1,1,0,0,0,0.0,,,,,,,,,
1173-NOEYG,0.0,0.0,1.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,90.15,2423.4,0.0,89.75555555555556,0,0,1,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
7595-EHCDL,1.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,50.6,1653.45,0.0,51.6703125,0,1,0,1,0,0,1,0,0,0,1,0,0,2.0,,,,,,,,,
6647-ZEDXT,0.0,0.0,0.0,0.0,30.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,110.45,3327.05,0.0,110.90166666666669,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,,,,,,,,,
2521-NPUZR,1.0,0.0,1.0,0.0,70.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,101.0,7085.5,0.0,101.22142857142858,1,0,0,0,1,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
1307-TVUFB,1.0,1.0,0.0,0.0,42.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.35,3344.1,0.0,79.62142857142857,0,0,1,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
7503-MIOGA,0.0,1.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.85,6697.35,0.0,93.01875,0,0,1,1,0,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
4381-MHQDC,0.0,0.0,0.0,0.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,65.0,2879.9,0.0,61.27446808510639,0,0,1,1,0,0,0,0,1,0,0,0,1,0.0,,,,,,,,,
6923-JHPMP,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,80.45,137.1,0.0,68.55,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,,,,,,,,,
5138-WVKYJ,1.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,98.55,1008.55,1.0,100.855,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
4018-PPNDW,0.0,0.0,1.0,1.0,61.0,1.0,,,,,,,1.0,24.1,1551.6,0.0,25.43606557377049,0,0,1,0,0,1,0,0,1,0,0,0,1,2.0,,,,,,,,,
1635-FJFCC,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.05,202.15,0.0,40.43,1,0,0,1,0,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
2499-AJYUA,0.0,1.0,1.0,0.0,72.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,110.8,7882.25,0.0,109.47569444444444,0,0,1,0,1,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
6919-ELBGL,1.0,1.0,1.0,1.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.95,8196.4,0.0,113.83888888888887,0,0,1,0,1,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
3966-HRMZA,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.05,202.9,0.0,67.63333333333334,1,0,0,0,1,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
6425-JWTDV,1.0,0.0,1.0,0.0,48.0,1.0,,,,,,,0.0,19.25,855.1,0.0,17.814583333333335,1,0,0,0,0,1,0,0,1,0,0,0,1,2.0,,,,,,,,,
8405-IGQFX,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,90.05,5817.0,0.0,92.33333333333331,1,0,0,0,1,0,0,1,0,0,1,0,0,1.0,,,,,,,,,
8224-IVVPA,0.0,0.0,0.0,0.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,56.7,1652.95,0.0,61.220370370370375,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0,,,,,,,,,
